TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
440000000.0	69384.0	48559.8	128126.7
441000000.0	69384.2	48559.8	128127.7
442000000.0	69384.4	48559.9	128128.7
443000000.0	69384.5	48560.0	128129.7
444000000.0	69384.7	48560.0	128130.7
445000000.0	69384.9	48560.1	128131.7
446000000.0	69385.0	48560.1	128132.7
447000000.0	69385.2	48560.2	128133.7
448000000.0	69385.4	48560.3	128134.7
449000000.0	69385.6	48560.3	128135.7
450000000.0	69385.7	48560.4	128136.7
451000000.0	69385.9	48560.5	128137.7
452000000.0	69386.1	48560.5	128138.7
453000000.0	69386.2	48560.6	128139.6
454000000.0	69386.4	48560.6	128140.6
455000000.0	69386.5	48560.7	128141.5
456000000.0	69386.7	48560.8	128142.5
457000000.0	69386.9	48560.8	128143.5
458000000.0	69387.0	48560.9	128144.4
459000000.0	69387.2	48560.9	128145.4
460000000.0	69387.4	48561.0	128146.3
461000000.0	69387.5	48561.1	128147.2
462000000.0	69387.7	48561.1	128148.2
463000000.0	69387.8	48561.2	128149.1
464000000.0	69388.0	48561.2	128150.0
465000000.0	69388.2	48561.3	128150.9
466000000.0	69388.3	48561.3	128151.9
467000000.0	69388.5	48561.4	128152.8
468000000.0	69388.6	48561.5	128153.7
469000000.0	69388.8	48561.5	128154.6
470000000.0	69388.9	48561.6	128155.5
471000000.0	69389.1	48561.6	128156.4
472000000.0	69389.2	48561.7	128157.3
473000000.0	69389.4	48561.7	128158.2
474000000.0	69389.5	48561.8	128159.0
475000000.0	69389.7	48561.9	128159.9
476000000.0	69389.8	48561.9	128160.8
477000000.0	69390.0	48562.0	128161.7
478000000.0	69390.1	48562.0	128162.6
479000000.0	69390.3	48562.1	128163.4
480000000.0	69390.4	48562.1	128164.3
481000000.0	69390.6	48562.2	128165.1
482000000.0	69390.7	48562.2	128166.0
483000000.0	69390.9	48562.3	128166.9
484000000.0	69391.0	48562.3	128167.7
485000000.0	69391.2	48562.4	128168.6
486000000.0	69391.3	48562.4	128169.4
487000000.0	69391.5	48562.5	128170.2
488000000.0	69391.6	48562.6	128171.1
489000000.0	69391.7	48562.6	128171.9
490000000.0	69391.9	48562.7	128172.7
